sample_name,-3.12,-3.1008,-3.08161,-3.06241,-3.04322,-3.02402,-3.00482,-2.98563,-2.96643,-2.94724,-2.92804,-2.90884,-2.88965,-2.87045,-2.85126,-2.83206,-2.81286,-2.79367,-2.77447,-2.75528,-2.73608,-2.71688,-2.69769,-2.67849,-2.6593,-2.6401,-2.6209,-2.60171,-2.58251,-2.56332,-2.54412,-2.52492,-2.50573,-2.48653,-2.46734,-2.44814,-2.42894,-2.40975,-2.39055,-2.37136,-2.35216,-2.33296,-2.31377,-2.29457,-2.27538,-2.25618,-2.23698,-2.21779,-2.19859,-2.1794,-2.1602,-2.14101,-2.12181,-2.10261,-2.08342,-2.06422,-2.04503,-2.02583,-2.00663,-1.98744,-1.96824,-1.94905,-1.92985,-1.91065,-1.89146,-1.87226,-1.85307,-1.83387,-1.81467,-1.79548,-1.77628,-1.75709,-1.73789,-1.71869,-1.6995,-1.6803,-1.66111,-1.64191,-1.62271,-1.60352,-1.58432,-1.56513,-1.54593,-1.52673,-1.50754,-1.48834,-1.46915,-1.44995,-1.43075,-1.41156,-1.39236,-1.37317,-1.35397,-1.33477,-1.31558,-1.29638,-1.27719,-1.25799,-1.23879,-1.2196,-1.2004,-1.18121,-1.16201,-1.14281,-1.12362,-1.10442,-1.08523,-1.06603,-1.04683,-1.02764,-1.00844,-0.98925,-0.97005,-0.95085,-0.93166,-0.91246,-0.89327,-0.87407,-0.85487,-0.83568,-0.81648,-0.79729,-0.77809,-0.75889,-0.7397,-0.7205,-0.70131,-0.68211,-0.66291,-0.64372,-0.62452,-0.60533,-0.58613,-0.56693,-0.54774,-0.52854,-0.50935,-0.49015,-0.47095,-0.45176,-0.43256,-0.41337,-0.39417,-0.37497,-0.35578,-0.33658,-0.31739,-0.29819,-0.27899,-0.2598,-0.2406,-0.22141,-0.20221,-0.18302,-0.16382,-0.14462,-0.12543,-0.10623,-0.08704,-0.06784,-0.04864,-0.02945,-0.01025,0.00894,0.02814,0.04734,0.06653,0.08573,0.10492,0.12412,0.14332,0.16251,0.18171,0.2009,0.2201,0.2393,0.25849,0.27769,0.29688,0.31608,0.33528,0.35447,0.37367,0.39286,0.41206,0.43126,0.45045,0.46965,0.48884,0.50804,0.52724,0.54643,0.56563,0.58482,0.60402,0.62322,0.64241,0.66161,0.6808,0.7
A78R,97.54865,97.50434,97.45873,97.4118,97.36351,97.31382,97.26269,97.21008,97.15595,97.10026,97.04297,96.98402,96.92338,96.861,96.79684,96.73084,96.66295,96.59313,96.52132,96.44747,96.37153,96.29343,96.21313,96.13057,96.04568,95.9584,95.86869,95.77646,95.68166,95.58422,95.48407,95.38115,95.27539,95.16672,95.05506,94.94033,94.82248,94.70141,94.57706,94.44934,94.31818,94.18349,94.04519,93.90319,93.75742,93.60779,93.4542,93.29658,93.13483,92.96886,92.79859,92.62392,92.44475,92.261,92.07257,91.87936,91.68128,91.47824,91.27014,91.05688,90.83837,90.6145,90.38519,90.15034,89.90984,89.66361,89.41156,89.15358,88.88958,88.61947,88.34316,88.06056,87.77159,87.47614,87.17415,86.86553,86.55019,86.22807,85.89908,85.56315,85.22022,84.87022,84.51309,84.14877,83.77721,83.39835,83.01216,82.61859,82.21761,81.80919,81.39331,80.96994,80.53909,80.10073,79.65488,79.20153,78.74071,78.27244,77.79675,77.31367,76.82325,76.32554,75.8206,75.30851,74.78933,74.26316,73.73009,73.19023,72.64368,72.09056,71.53102,70.96517,70.39318,69.8152,69.23139,68.64193,68.04699,67.44677,66.84146,66.23127,65.61642,64.99712,64.3736,63.7461,63.11485,62.48012,61.84214,61.20118,60.5575,59.91137,59.26307,58.61286,57.96104,57.30787,56.65366,55.99868,55.34322,54.68758,54.03204,53.37688,52.72241,52.0689,51.41665,50.76593,50.11703,49.47022,48.82578,48.18398,47.54508,46.90935,46.27703,45.64839,45.02365,44.40306,43.78686,43.17525,42.56846,41.9667,41.37016,40.77904,40.19352,39.61377,39.03997,38.47228,37.91083,37.35578,36.80725,36.26537,35.73026,35.20202,34.68074,34.16652,33.65943,33.15955,32.66695,32.18167,31.70376,31.23326,30.77021,30.31463,29.86654,29.42594,28.99283,28.56723,28.14911,27.73846,27.33526,26.93947,26.55108,26.17003,25.79629,25.42981,25.07053,24.71841,24.37337,24.03536,23.7043,23.38013,23.06277,22.75215
A79S,97.08836,96.98525,96.87892,96.76928,96.65624,96.5397,96.41955,96.29571,96.16807,96.03652,95.90095,95.76126,95.61733,95.46905,95.31631,95.15899,94.99696,94.83011,94.65831,94.48143,94.29936,94.11195,93.91909,93.72063,93.51644,93.30639,93.09034,92.86815,92.63968,92.4048,92.16336,91.91522,91.66024,91.39828,91.12919,90.85283,90.56907,90.27775,89.97875,89.67191,89.35711,89.0342,88.70306,88.36354,88.01553,87.6589,87.29351,86.91926,86.53602,86.14369,85.74216,85.33133,84.9111,84.48138,84.0421,83.59317,83.13453,82.66612,82.18788,81.69977,81.20176,80.69382,80.17593,79.6481,79.11033,78.56263,78.00504,77.43759,76.86035,76.27337,75.67674,75.07055,74.4549,73.82993,73.19575,72.55253,71.90041,71.23959,70.57025,69.89259,69.20685,68.51324,67.81203,67.10346,66.38783,65.66541,64.93651,64.20145,63.46055,62.71414,61.96259,61.20625,60.44548,59.68068,58.91222,58.1405,57.36593,56.58891,55.80985,55.02917,54.24731,53.46467,52.68168,51.89878,51.11638,50.33492,49.55481,48.77647,48.00033,47.2268,46.45627,45.68916,44.92584,44.16671,43.41215,42.66251,41.91816,41.17944,40.44668,39.72021,39.00034,38.28736,37.58155,36.8832,36.19255,35.50986,34.83534,34.16921,33.51167,32.86292,32.22312,31.59242,30.97098,30.35891,29.75635,29.16338,28.58009,28.00656,27.44286,26.88902,26.34509,25.8111,25.28704,24.77294,24.26878,23.77453,23.29018,22.81568,22.35099,21.89605,21.4508,21.01516,20.58906,20.17242,19.76513,19.36711,18.97825,18.59844,18.22757,17.86553,17.51218,17.16742,16.8311,16.5031,16.18329,15.87154,15.56769,15.27163,14.9832,14.70227,14.42869,14.16233,13.90303,13.65067,13.40509,13.16616,12.93374,12.70767,12.48783,12.27408,12.06627,11.86428,11.66796,11.47719,11.29182,11.11174,10.93681,10.76691,10.6019,10.44168,10.28611,10.13508,9.98847,9.84617,9.70805,9.57403,9.44397,9.31779,9.19536,9.0766
D102A,99.60371,99.45483,99.30213,99.14554,98.98496,98.82032,98.65151,98.47845,98.30105,98.11922,97.93286,97.74189,97.5462,97.34569,97.14028,96.92987,96.71435,96.49363,96.2676,96.03618,95.79926,95.55673,95.3085,95.05446,94.79452,94.52857,94.25651,93.97825,93.69367,93.40269,93.1052,92.8011,92.49031,92.17271,91.84822,91.51674,91.17818,90.83246,90.47948,90.11916,89.75141,89.37615,88.99332,88.60282,88.20459,87.79856,87.38467,86.96285,86.53305,86.09522,85.6493,85.19526,84.73306,84.26266,83.78403,83.29716,82.80202,82.29862,81.78694,81.26698,80.73877,80.20231,79.65763,79.10477,78.54375,77.97463,77.39747,76.81232,76.21926,75.61836,75.00972,74.39343,73.76959,73.13833,72.49976,71.85401,71.20123,70.54156,69.87516,69.2022,68.52285,67.83729,67.14572,66.44834,65.74534,65.03696,64.32341,63.60492,62.88174,62.1541,61.42225,60.68646,59.94699,59.20411,58.45809,57.70921,56.95776,56.20402,55.44828,54.69084,53.93199,53.17204,52.41129,51.65003,50.88858,50.12723,49.36628,48.60605,47.84683,47.08893,46.33263,45.57823,44.82604,44.07633,43.32939,42.58551,41.84495,41.10799,40.37489,39.64592,38.92133,38.20136,37.48625,36.77624,36.07155,35.3724,34.67901,33.99156,33.31027,32.6353,31.96685,31.30507,30.65014,30.00219,29.36138,28.72784,28.10168,27.48304,26.87202,26.26871,25.6732,25.08559,24.50594,23.93432,23.37079,22.81538,22.26816,21.72915,21.19838,20.67586,20.16161,19.65564,19.15794,18.6685,18.18732,17.71437,17.24962,16.79305,16.34462,15.90428,15.472,15.04771,14.63136,14.2229,13.82226,13.42937,13.04417,12.66657,12.2965,11.93388,11.57863,11.23066,10.88989,10.55623,10.22958,9.90985,9.59696,9.29079,8.99126,8.69827,8.41172,8.13151,7.85753,7.5897,7.32791,7.07205,6.82202,6.57774,6.33908,6.10596,5.87828,5.65592,5.4388,5.22681,5.01986,4.81784,4.62067,4.42824,4.24046,4.05723
D102R,99.59523,99.49397,99.38985,99.28282,99.17279,99.05969,98.94344,98.82396,98.70116,98.57497,98.44529,98.31205,98.17516,98.03452,97.89005,97.74166,97.58924,97.43271,97.27197,97.10691,96.93745,96.76347,96.58489,96.40158,96.21346,96.02041,95.82232,95.61909,95.41061,95.19676,94.97744,94.75254,94.52194,94.28553,94.04319,93.79481,93.54028,93.27948,93.0123,92.73862,92.45833,92.17132,91.87747,91.57667,91.2688,90.95377,90.63145,90.30175,89.96455,89.61975,89.26726,88.90696,88.53877,88.16259,87.77833,87.3859,86.98521,86.5762,86.15878,85.73288,85.29844,84.85539,84.40368,83.94326,83.47407,82.9961,82.50929,82.01364,81.50911,80.9957,80.47341,79.94224,79.4022,78.85332,78.29562,77.72915,77.15395,76.57008,75.97761,75.37661,74.76717,74.14939,73.52338,72.88924,72.24712,71.59714,70.93946,70.27423,69.60163,68.92182,68.23501,67.5414,66.84118,66.13459,65.42186,64.70321,63.97891,63.24921,62.51437,61.77467,61.03039,60.28182,59.52927,58.77303,58.01341,57.25073,56.48532,55.71749,54.94758,54.17592,53.40285,52.62871,51.85385,51.07859,50.30329,49.52829,48.75393,47.98056,47.20852,46.43813,45.66975,44.90369,44.14029,43.37986,42.62274,41.86922,41.11962,40.37422,39.63334,38.89724,38.16621,37.44051,36.72041,36.00616,35.29799,34.59614,33.90083,33.21228,32.53068,31.85624,31.18912,30.52952,29.87757,29.23344,28.59727,27.96919,27.34931,26.73775,26.13461,25.53997,24.95392,24.37651,23.80783,23.2479,22.69678,22.1545,21.62109,21.09654,20.58089,20.07411,19.57621,19.08717,18.60696,18.13555,17.67291,17.219,16.77376,16.33714,15.90909,15.48953,15.07839,14.67561,14.28109,13.89477,13.51655,13.14634,12.78406,12.4296,12.08286,11.74374,11.41215,11.08798,10.77111,10.46144,10.15886,9.86326,9.57452,9.29254,9.0172,8.74838,8.48598,8.22987,7.97995,7.73609,7.49819,7.26612,7.03979,6.81907,6.60385,6.39402
D107R,104.0052,103.98456,103.96321,103.94112,103.91826,103.89462,103.87015,103.84484,103.81865,103.79156,103.76353,103.73453,103.70454,103.67351,103.64141,103.60821,103.57387,103.53835,103.5016,103.4636,103.4243,103.38364,103.3416,103.29812,103.25316,103.20667,103.15859,103.10887,103.05746,103.00431,102.94935,102.89254,102.8338,102.77308,102.71031,102.64542,102.57835,102.50903,102.43739,102.36335,102.28683,102.20776,102.12606,102.04165,101.95443,101.86433,101.77126,101.67511,101.57581,101.47324,101.36732,101.25795,101.14501,101.02841,100.90803,100.78377,100.6555,100.52313,100.38651,100.24555,100.1001,99.95005,99.79527,99.63563,99.47099,99.30121,99.12618,98.94573,98.75973,98.56804,98.37051,98.16699,97.95734,97.74139,97.51901,97.29003,97.05431,96.81168,96.56199,96.30509,96.0408,95.76899,95.48948,95.20213,94.90677,94.60325,94.29142,93.97113,93.64221,93.30454,92.95795,92.60231,92.23748,91.86332,91.47971,91.08651,90.68362,90.27091,89.84828,89.41562,88.97285,88.51987,88.05662,87.58301,87.099,86.60454,86.09958,85.58411,85.0581,84.52156,83.97449,83.41691,82.84887,82.27042,81.68162,81.08255,80.4733,79.854,79.22476,78.58573,77.93708,77.27897,76.61159,75.93517,75.24992,74.5561,73.85395,73.14375,72.4258,71.70041,70.96789,70.22859,69.48285,68.73105,67.97357,67.21079,66.44311,65.67097,64.89477,64.11496,63.33198,62.54628,61.75832,60.96855,60.17745,59.38548,58.59312,57.80084,57.00912,56.21841,55.4292,54.64194,53.8571,53.07514,52.29649,51.52161,50.75092,49.98485,49.2238,48.46818,47.71838,46.97476,46.2377,45.50754,44.78461,44.06924,43.36171,42.66233,41.97136,41.28905,40.61564,39.95136,39.2964,38.65096,38.01521,37.38929,36.77335,36.16752,35.57189,34.98655,34.41159,33.84707,33.29302,32.74948,32.21648,31.69401,31.18207,30.68064,30.1897,29.70919,29.23907,28.77928,28.32974,27.89037,27.4611,27.04181,26.63241,26.23279,25.84283,25.46241
D142A,101.40903,101.37499,101.3398,101.30342,101.2658,101.22692,101.18672,101.14516,101.1022,101.05779,101.01189,100.96444,100.9154,100.86471,100.81232,100.75817,100.70221,100.64438,100.58463,100.52287,100.45906,100.39313,100.32501,100.25463,100.18192,100.1068,100.0292,99.94905,99.86625,99.78074,99.69242,99.60121,99.50702,99.40976,99.30934,99.20565,99.09861,98.98811,98.87404,98.7563,98.63479,98.50939,98.37998,98.24646,98.1087,97.96658,97.81998,97.66877,97.51282,97.352,97.18618,97.01522,96.83897,96.65731,96.47008,96.27714,96.07834,95.87352,95.66255,95.44525,95.22148,94.99108,94.75388,94.50972,94.25845,93.9999,93.73389,93.46028,93.17888,92.88954,92.59209,92.28636,91.97218,91.64939,91.31782,90.97732,90.62771,90.26885,89.90058,89.52273,89.13516,88.73773,88.33029,87.9127,87.48483,87.04655,86.59774,86.13828,85.66808,85.18702,84.69502,84.19198,83.67785,83.15255,82.61604,82.06825,81.50918,80.93879,80.35708,79.76406,79.15975,78.54417,77.91739,77.27945,76.63045,75.97048,75.29964,74.61806,73.9259,73.2233,72.51046,71.78755,71.05481,70.31244,69.56072,68.79989,68.03024,67.25208,66.46571,65.67146,64.86969,64.06076,63.24504,62.42293,61.59484,60.76118,59.92238,59.07888,58.23114,57.37963,56.5248,55.66714,54.80713,53.94527,53.08204,52.21795,51.3535,50.48917,49.62548,48.76292,47.902,47.04319,46.18698,45.33387,44.48432,43.6388,42.79776,41.96166,41.13093,40.30599,39.48725,38.67512,37.86998,37.0722,36.28213,35.50011,34.72647,33.96151,33.20553,32.45879,31.72155,30.99405,30.2765,29.56913,28.8721,28.18559,27.50975,26.84471,26.1906,25.54752,24.91555,24.29476,23.68521,23.08695,22.49998,21.92434,21.36001,20.80699,20.26525,19.73475,19.21544,18.70726,18.21015,17.72402,17.24878,16.78435,16.33061,15.88746,15.45477,15.03242,14.62029,14.21822,13.82609,13.44375,13.07105,12.70784,12.35396,12.00925,11.67355,11.34671
D142R,102.15373,102.10173,102.04799,101.99246,101.93508,101.87579,101.81453,101.75123,101.68584,101.61828,101.54848,101.47638,101.40191,101.32498,101.24553,101.16346,101.07871,100.99119,100.90081,100.80749,100.71113,100.61165,100.50894,100.40292,100.29348,100.18052,100.06394,99.94362,99.81947,99.69136,99.55919,99.42283,99.28217,99.13708,98.98745,98.83313,98.674,98.50994,98.3408,98.16645,97.98674,97.80154,97.6107,97.41407,97.21151,97.00286,96.78797,96.56669,96.33885,96.10431,95.8629,95.61445,95.35881,95.09582,94.8253,94.5471,94.26104,93.96697,93.66471,93.35411,93.03499,92.70719,92.37056,92.02492,91.67012,91.30601,90.93242,90.54921,90.15623,89.75334,89.34039,88.91725,88.4838,88.0399,87.58544,87.12032,86.64442,86.15765,85.65993,85.15117,84.63131,84.10028,83.55805,83.00457,82.43982,81.86377,81.27645,80.67784,80.06799,79.44693,78.81472,78.17143,77.51713,76.85194,76.17598,75.48936,74.79225,74.08482,73.36724,72.63972,71.90248,71.15575,70.39979,69.63487,68.86127,68.07929,67.28927,66.49152,65.68642,64.87431,64.05559,63.23064,62.39988,61.56373,60.72261,59.87698,59.02728,58.17398,57.31755,56.45847,55.59721,54.73428,53.87015,53.00533,52.14031,51.27559,50.41166,49.54903,48.68818,47.82959,46.97376,46.12116,45.27225,44.4275,43.58736,42.75227,41.92266,41.09895,40.28154,39.47083,38.66719,37.87099,37.08258,36.30229,35.53043,34.7673,34.0132,33.26838,32.5331,31.80759,31.09206,30.38671,29.69173,29.00727,28.33349,27.67051,27.01845,26.3774,25.74745,25.12867,24.52111,23.9248,23.33977,22.76603,22.20357,21.65238,21.11243,20.58368,20.06609,19.55958,19.0641,18.57955,18.10585,17.64291,17.19061,16.74885,16.3175,15.89645,15.48556,15.0847,14.69372,14.31248,13.94083,13.57863,13.22571,12.88192,12.54709,12.22107,11.9037,11.59481,11.29423,11.0018,10.71736,10.44074,10.17176,9.91028,9.65612,9.40912,9.16912,8.93595
D80A,100.823,100.8049,100.78645,100.76763,100.74843,100.72885,100.70888,100.68851,100.66774,100.64655,100.62494,100.6029,100.58042,100.55749,100.53411,100.51026,100.48593,100.46112,100.43582,100.41001,100.38369,100.35685,100.32947,100.30154,100.27306,100.24401,100.21438,100.18416,100.15334,100.12191,100.08985,100.05715,100.0238,99.98978,99.95509,99.91971,99.88362,99.84682,99.80928,99.77099,99.73194,99.69211,99.65149,99.61006,99.5678,99.5247,99.48075,99.43592,99.39019,99.34356,99.29599,99.24748,99.198,99.14754,99.09607,99.04357,98.99003,98.93543,98.87973,98.82293,98.765,98.70591,98.64564,98.58418,98.52148,98.45755,98.39233,98.32582,98.25798,98.1888,98.11823,98.04626,97.97285,97.89798,97.82163,97.74375,97.66432,97.5833,97.50068,97.4164,97.33045,97.24279,97.15338,97.06219,96.96918,96.87432,96.77757,96.6789,96.57825,96.47561,96.37092,96.26414,96.15524,96.04417,95.93088,95.81534,95.6975,95.57731,95.45472,95.3297,95.20218,95.07213,94.93948,94.80419,94.66621,94.52548,94.38194,94.23555,94.08624,93.93396,93.77864,93.62023,93.45867,93.29388,93.12582,92.9544,92.77958,92.60127,92.41941,92.23392,92.04474,91.8518,91.65501,91.4543,91.24959,91.04081,90.82787,90.61068,90.38918,90.16325,89.93283,89.69782,89.45813,89.21367,88.96433,88.71003,88.45066,88.18613,87.91633,87.64116,87.3605,87.07426,86.78231,86.48455,86.18086,85.87112,85.55522,85.23301,84.9044,84.56923,84.2274,83.87875,83.52316,83.16049,82.79059,82.41333,82.02856,81.63612,81.23586,80.82764,80.41128,79.98663,79.55352,79.11179,78.66126,78.20176,77.73311,77.25512,76.76762,76.2704,75.76328,75.24607,74.71855,74.18053,73.63179,73.07213,72.50132,71.91914,71.32537,70.71977,70.10212,69.47216,68.82966,68.17436,67.50602,66.82436,66.12913,65.42006,64.69687,63.95927,63.20699,62.43973,61.65719,60.85906,60.04504,59.21482,58.36806,57.50444,56.62363,55.72527
D85A,97.95932,97.93738,97.91467,97.89117,97.86685,97.84168,97.81562,97.78867,97.76077,97.7319,97.70202,97.67111,97.63912,97.60602,97.57178,97.53634,97.49969,97.46176,97.42253,97.38194,97.33996,97.29653,97.2516,97.20514,97.15708,97.10738,97.05598,97.00282,96.94785,96.89101,96.83224,96.77148,96.70865,96.64371,96.57657,96.50718,96.43545,96.36131,96.2847,96.20552,96.12371,96.03919,95.95185,95.86164,95.76844,95.67218,95.57277,95.4701,95.36408,95.25463,95.14162,95.02497,94.90456,94.7803,94.65207,94.51976,94.38326,94.24245,94.09722,93.94744,93.79301,93.63379,93.46966,93.30051,93.12619,92.94658,92.76156,92.57099,92.37475,92.17269,91.96469,91.75062,91.53033,91.30371,91.07061,90.8309,90.58445,90.33113,90.07081,89.80337,89.52866,89.24658,88.957,88.6598,88.35487,88.04209,87.72135,87.39256,87.05562,86.71042,86.35689,85.99493,85.62449,85.24549,84.85786,84.46157,84.05656,83.6428,83.22026,82.78893,82.34881,81.8999,81.44222,80.9758,80.50067,80.01689,79.52454,79.02368,78.5144,77.99682,77.47106,76.93725,76.39553,75.84607,75.28904,74.72464,74.15308,73.57456,72.98932,72.39762,71.7997,71.19585,70.58635,69.9715,69.3516,68.72699,68.09799,67.46495,66.82821,66.18815,65.54512,64.89951,64.25169,63.60206,62.951,62.29891,61.64618,60.99323,60.34044,59.68821,59.03695,58.38705,57.7389,57.09289,56.4494,55.80881,55.17149,54.5378,53.90809,53.28272,52.66201,52.04628,51.43586,50.83103,50.2321,49.63933,49.05298,48.47332,47.90056,47.33494,46.77666,46.22591,45.68288,45.14772,44.62059,44.10163,43.59095,43.08866,42.59487,42.10964,41.63305,41.16516,40.706,40.25561,39.81401,39.3812,38.95719,38.54195,38.13547,37.7377,37.34862,36.96817,36.59629,36.23291,35.87797,35.53137,35.19304,34.86288,34.5408,34.22668,33.92044,33.62194,33.33109,33.04775,32.77181,32.50315,32.24164,31.98715,31.73956,31.49872
